host,cpu_usage,memory_usage,latency,timestamp
hydra-node-10,64.7,51.0,176.9,2025-10-31T06:05:00Z
hydra-node-10,61.5,60.4,171.4,2025-10-31T06:10:00Z
hydra-node-10,66.5,64.7,178.5,2025-10-31T06:15:00Z
hydra-node-10,67.4,45.2,164.9,2025-10-31T06:20:00Z
hydra-node-10,46.4,60.4,135.6,2025-10-31T06:25:00Z
hydra-node-10,57.9,43.1,159.2,2025-10-31T06:30:00Z
hydra-node-10,57.1,54.2,144.7,2025-10-31T06:35:00Z
hydra-node-10,53.4,40.8,154.9,2025-10-31T06:40:00Z
hydra-node-10,51.2,52.4,142.9,2025-10-31T06:45:00Z
hydra-node-10,50.2,59.4,142.0,2025-10-31T06:50:00Z
hydra-node-10,72.3,36.0,179.4,2025-10-31T06:55:00Z
hydra-node-10,55.1,46.3,154.2,2025-10-31T07:00:00Z
hydra-node-10,62.3,57.8,163.8,2025-10-31T07:05:00Z
hydra-node-10,64.0,51.4,169.1,2025-10-31T07:10:00Z
hydra-node-10,58.3,48.9,163.4,2025-10-31T07:15:00Z
hydra-node-10,68.5,55.1,169.3,2025-10-31T07:20:00Z
hydra-node-10,59.0,61.6,148.1,2025-10-31T07:25:00Z
hydra-node-10,68.2,59.5,175.6,2025-10-31T07:30:00Z
hydra-node-10,50.7,45.3,131.7,2025-10-31T07:35:00Z
hydra-node-10,57.2,59.4,147.6,2025-10-31T07:40:00Z
hydra-node-10,77.6,62.2,191.4,2025-10-31T07:45:00Z
hydra-node-10,68.7,58.8,178.3,2025-10-31T07:50:00Z
hydra-node-10,57.0,42.9,163.7,2025-10-31T07:55:00Z
hydra-node-10,64.1,51.2,172.7,2025-10-31T08:00:00Z
hydra-node-10,68.1,55.1,169.6,2025-10-31T08:05:00Z
hydra-node-10,67.9,37.9,181.5,2025-10-31T08:10:00Z
hydra-node-10,54.0,44.4,147.2,2025-10-31T08:15:00Z
hydra-node-10,65.5,50.3,179.9,2025-10-31T08:20:00Z
hydra-node-10,46.4,40.3,126.4,2025-10-31T08:25:00Z
hydra-node-10,50.8,62.6,145.9,2025-10-31T08:30:00Z
hydra-node-10,70.9,35.8,184.4,2025-10-31T08:35:00Z
hydra-node-10,49.8,40.0,130.8,2025-10-31T08:40:00Z
hydra-node-10,42.1,51.2,114.4,2025-10-31T08:45:00Z
hydra-node-10,65.1,54.0,169.7,2025-10-31T08:50:00Z
hydra-node-10,58.2,52.0,162.5,2025-10-31T08:55:00Z
hydra-node-10,61.9,62.2,155.0,2025-10-31T09:00:00Z
hydra-node-10,71.2,38.4,181.5,2025-10-31T09:05:00Z
hydra-node-10,54.6,57.8,149.2,2025-10-31T09:10:00Z
hydra-node-10,61.8,39.7,172.5,2025-10-31T09:15:00Z
hydra-node-10,65.7,41.7,175.1,2025-10-31T09:20:00Z
hydra-node-10,69.6,51.2,186.9,2025-10-31T09:25:00Z
hydra-node-10,66.7,41.3,180.7,2025-10-31T09:30:00Z
hydra-node-10,45.9,48.8,129.8,2025-10-31T09:35:00Z
hydra-node-10,70.9,41.4,177.3,2025-10-31T09:40:00Z
hydra-node-10,71.9,50.0,175.2,2025-10-31T09:45:00Z
hydra-node-10,79.3,63.2,206.1,2025-10-31T09:50:00Z
hydra-node-10,69.0,39.6,187.0,2025-10-31T09:55:00Z
hydra-node-10,51.9,61.5,145.5,2025-10-31T10:00:00Z
hydra-node-10,83.0,63.5,203.2,2025-10-31T10:05:00Z
hydra-node-10,71.8,53.9,187.3,2025-10-31T10:10:00Z
hydra-node-10,82.6,49.6,211.4,2025-10-31T10:15:00Z
hydra-node-10,70.6,51.6,171.9,2025-10-31T10:20:00Z
hydra-node-10,55.8,43.0,159.9,2025-10-31T10:25:00Z
hydra-node-10,48.3,43.7,140.2,2025-10-31T10:30:00Z
hydra-node-10,48.7,53.5,144.3,2025-10-31T10:35:00Z
hydra-node-10,57.9,47.7,165.4,2025-10-31T10:40:00Z
hydra-node-10,68.2,61.1,179.7,2025-10-31T10:45:00Z
hydra-node-10,66.6,62.9,165.5,2025-10-31T10:50:00Z
hydra-node-10,51.4,47.0,151.4,2025-10-31T10:55:00Z
hydra-node-10,52.8,63.3,155.5,2025-10-31T11:00:00Z
hydra-node-10,58.7,61.9,163.2,2025-10-31T11:05:00Z
hydra-node-10,64.7,60.4,173.8,2025-10-31T11:10:00Z
hydra-node-10,57.5,57.6,156.9,2025-10-31T11:15:00Z
hydra-node-10,63.3,51.6,161.6,2025-10-31T11:20:00Z
hydra-node-10,57.7,55.2,148.1,2025-10-31T11:25:00Z
hydra-node-10,44.7,55.7,137.6,2025-10-31T11:30:00Z
hydra-node-10,63.1,44.2,164.3,2025-10-31T11:35:00Z
hydra-node-10,65.1,40.9,165.4,2025-10-31T11:40:00Z
hydra-node-10,49.7,42.2,136.5,2025-10-31T11:45:00Z
hydra-node-10,73.8,53.9,188.7,2025-10-31T11:50:00Z
hydra-node-10,60.7,54.8,152.6,2025-10-31T11:55:00Z
hydra-node-10,70.4,38.9,176.3,2025-10-31T12:00:00Z
hydra-node-10,53.7,38.0,146.7,2025-10-31T12:05:00Z
hydra-node-10,80.9,35.3,209.7,2025-10-31T12:10:00Z
hydra-node-10,49.6,37.8,135.3,2025-10-31T12:15:00Z
hydra-node-10,46.3,47.9,125.1,2025-10-31T12:20:00Z
hydra-node-10,60.1,43.5,160.3,2025-10-31T12:25:00Z
hydra-node-10,82.2,52.4,206.2,2025-10-31T12:30:00Z
hydra-node-10,68.9,62.7,186.2,2025-10-31T12:35:00Z
hydra-node-10,55.8,38.7,160.1,2025-10-31T12:40:00Z
hydra-node-10,82.7,48.7,195.3,2025-10-31T12:45:00Z
hydra-node-10,52.8,47.0,139.3,2025-10-31T12:50:00Z
hydra-node-10,61.1,45.4,162.0,2025-10-31T12:55:00Z
hydra-node-10,71.4,58.9,191.1,2025-10-31T13:00:00Z
hydra-node-10,71.4,53.5,172.9,2025-10-31T13:05:00Z
hydra-node-10,67.4,39.8,178.5,2025-10-31T13:10:00Z
hydra-node-10,55.0,47.7,148.0,2025-10-31T13:15:00Z
hydra-node-10,62.9,45.5,174.8,2025-10-31T13:20:00Z
hydra-node-10,71.2,54.2,176.9,2025-10-31T13:25:00Z
hydra-node-10,52.6,36.9,146.2,2025-10-31T13:30:00Z
hydra-node-10,46.5,37.7,130.9,2025-10-31T13:35:00Z
hydra-node-10,60.6,63.8,170.9,2025-10-31T13:40:00Z
hydra-node-10,60.2,47.4,151.5,2025-10-31T13:45:00Z
hydra-node-10,47.9,47.8,131.5,2025-10-31T13:50:00Z
hydra-node-10,50.9,60.7,141.7,2025-10-31T13:55:00Z
hydra-node-10,63.0,40.6,162.0,2025-10-31T14:00:00Z
hydra-node-10,76.5,49.9,192.5,2025-10-31T14:05:00Z
hydra-node-10,64.4,51.9,169.1,2025-10-31T14:10:00Z
hydra-node-10,68.8,40.3,177.1,2025-10-31T14:15:00Z
hydra-node-10,55.7,60.7,151.5,2025-10-31T14:20:00Z
hydra-node-10,69.9,45.9,181.9,2025-10-31T14:25:00Z
hydra-node-10,51.0,54.6,145.8,2025-10-31T14:30:00Z
hydra-node-10,66.6,46.1,177.3,2025-10-31T14:35:00Z
hydra-node-10,50.0,47.0,145.5,2025-10-31T14:40:00Z
hydra-node-10,70.7,42.8,187.2,2025-10-31T14:45:00Z
hydra-node-10,72.6,38.2,184.7,2025-10-31T14:50:00Z
hydra-node-10,71.6,61.7,174.2,2025-10-31T14:55:00Z
hydra-node-10,45.6,54.7,137.8,2025-10-31T15:00:00Z
hydra-node-10,48.5,53.4,145.1,2025-10-31T15:05:00Z
hydra-node-10,67.1,53.6,169.5,2025-10-31T15:10:00Z
hydra-node-10,56.1,43.5,158.2,2025-10-31T15:15:00Z
hydra-node-10,60.1,48.5,166.1,2025-10-31T15:20:00Z
hydra-node-10,59.9,44.7,167.7,2025-10-31T15:25:00Z
hydra-node-10,58.7,54.8,151.3,2025-10-31T15:30:00Z
hydra-node-10,68.8,40.3,175.1,2025-10-31T15:35:00Z
hydra-node-10,56.7,53.7,145.5,2025-10-31T15:40:00Z
hydra-node-10,60.3,38.4,157.5,2025-10-31T15:45:00Z
hydra-node-10,71.7,37.4,184.1,2025-10-31T15:50:00Z
hydra-node-10,43.7,45.8,130.9,2025-10-31T15:55:00Z
hydra-node-10,67.8,38.2,182.1,2025-10-31T16:00:00Z
hydra-node-10,55.7,51.1,147.2,2025-10-31T16:05:00Z
hydra-node-10,59.5,37.0,150.0,2025-10-31T16:10:00Z
hydra-node-10,60.9,55.3,157.7,2025-10-31T16:15:00Z
hydra-node-10,69.2,56.6,171.7,2025-10-31T16:20:00Z
hydra-node-10,71.8,63.2,178.2,2025-10-31T16:25:00Z
hydra-node-10,56.3,62.2,149.9,2025-10-31T16:30:00Z
hydra-node-10,72.5,36.9,194.3,2025-10-31T16:35:00Z
hydra-node-10,57.5,48.9,147.0,2025-10-31T16:40:00Z
hydra-node-10,75.3,52.5,183.7,2025-10-31T16:45:00Z
hydra-node-10,69.5,63.1,175.2,2025-10-31T16:50:00Z
hydra-node-10,52.9,37.7,146.6,2025-10-31T16:55:00Z
hydra-node-10,75.5,47.6,198.1,2025-10-31T17:00:00Z
hydra-node-10,67.4,41.3,164.9,2025-10-31T17:05:00Z
hydra-node-10,57.9,44.9,149.2,2025-10-31T17:10:00Z
hydra-node-10,54.1,46.1,142.6,2025-10-31T17:15:00Z
hydra-node-10,59.8,44.9,154.0,2025-10-31T17:20:00Z
hydra-node-10,48.1,39.8,131.7,2025-10-31T17:25:00Z
hydra-node-10,78.7,39.8,198.2,2025-10-31T17:30:00Z
hydra-node-10,50.8,50.1,137.8,2025-10-31T17:35:00Z
hydra-node-10,64.0,43.7,164.1,2025-10-31T17:40:00Z
hydra-node-10,54.1,39.0,155.1,2025-10-31T17:45:00Z
hydra-node-10,80.6,53.2,202.3,2025-10-31T17:50:00Z
hydra-node-10,46.8,47.4,140.5,2025-10-31T17:55:00Z
hydra-node-10,59.7,62.7,165.4,2025-10-31T18:00:00Z
hydra-node-10,64.2,55.4,159.9,2025-10-31T18:05:00Z
hydra-node-10,73.8,52.2,187.6,2025-10-31T18:10:00Z
hydra-node-10,76.9,54.2,192.0,2025-10-31T18:15:00Z
hydra-node-10,66.5,58.9,167.7,2025-10-31T18:20:00Z
hydra-node-10,76.6,37.2,187.8,2025-10-31T18:25:00Z
hydra-node-10,75.3,49.5,184.1,2025-10-31T18:30:00Z
hydra-node-10,63.1,48.7,157.4,2025-10-31T18:35:00Z
hydra-node-10,61.9,40.0,164.2,2025-10-31T18:40:00Z
hydra-node-10,84.4,37.4,213.9,2025-10-31T18:45:00Z
hydra-node-10,58.8,46.6,158.4,2025-10-31T18:50:00Z
hydra-node-10,72.2,39.8,193.9,2025-10-31T18:55:00Z
hydra-node-10,67.1,35.7,173.3,2025-10-31T19:00:00Z
hydra-node-10,57.7,51.5,164.8,2025-10-31T19:05:00Z
hydra-node-10,50.3,47.7,131.0,2025-10-31T19:10:00Z
hydra-node-10,56.6,42.8,147.7,2025-10-31T19:15:00Z
hydra-node-10,54.9,36.3,144.6,2025-10-31T19:20:00Z
hydra-node-10,60.1,61.4,150.6,2025-10-31T19:25:00Z
hydra-node-10,59.0,50.2,164.9,2025-10-31T19:30:00Z
hydra-node-10,63.4,54.5,171.7,2025-10-31T19:35:00Z
hydra-node-10,64.3,44.9,163.0,2025-10-31T19:40:00Z
hydra-node-10,62.0,51.8,170.6,2025-10-31T19:45:00Z
hydra-node-10,66.4,48.8,175.2,2025-10-31T19:50:00Z
hydra-node-10,43.4,62.9,128.3,2025-10-31T19:55:00Z
hydra-node-10,61.8,43.2,171.5,2025-10-31T20:00:00Z
hydra-node-10,78.9,62.5,203.1,2025-10-31T20:05:00Z
hydra-node-10,68.6,55.7,178.3,2025-10-31T20:10:00Z
hydra-node-10,57.7,40.3,147.1,2025-10-31T20:15:00Z
hydra-node-10,62.4,54.7,169.0,2025-10-31T20:20:00Z
hydra-node-10,57.7,58.8,163.5,2025-10-31T20:25:00Z
hydra-node-10,61.2,47.4,168.1,2025-10-31T20:30:00Z
hydra-node-10,75.7,49.8,195.8,2025-10-31T20:35:00Z
hydra-node-10,68.0,58.0,169.6,2025-10-31T20:40:00Z
hydra-node-10,57.3,55.1,157.7,2025-10-31T20:45:00Z
hydra-node-10,68.0,45.4,180.4,2025-10-31T20:50:00Z
hydra-node-10,64.8,55.2,163.0,2025-10-31T20:55:00Z
hydra-node-10,69.6,46.2,185.0,2025-10-31T21:00:00Z
hydra-node-10,70.8,54.7,179.2,2025-10-31T21:05:00Z
hydra-node-10,62.8,38.0,157.7,2025-10-31T21:10:00Z
hydra-node-10,56.6,60.5,146.8,2025-10-31T21:15:00Z
hydra-node-10,54.0,41.1,138.3,2025-10-31T21:20:00Z
hydra-node-10,59.7,57.2,156.2,2025-10-31T21:25:00Z
hydra-node-10,65.4,45.3,180.7,2025-10-31T21:30:00Z
hydra-node-10,77.0,43.7,201.4,2025-10-31T21:35:00Z
hydra-node-10,67.0,63.9,182.0,2025-10-31T21:40:00Z
hydra-node-10,60.0,62.4,159.2,2025-10-31T21:45:00Z
hydra-node-10,61.0,62.1,171.6,2025-10-31T21:50:00Z
hydra-node-10,65.4,47.6,164.7,2025-10-31T21:55:00Z
hydra-node-10,61.0,42.1,167.4,2025-10-31T22:00:00Z
hydra-node-10,68.6,42.0,167.2,2025-10-31T22:05:00Z
hydra-node-10,62.8,46.6,166.4,2025-10-31T22:10:00Z
hydra-node-10,65.4,60.7,179.5,2025-10-31T22:15:00Z
hydra-node-10,67.8,58.1,165.9,2025-10-31T22:20:00Z
hydra-node-10,46.3,53.8,126.8,2025-10-31T22:25:00Z
hydra-node-10,67.5,59.7,178.8,2025-10-31T22:30:00Z
hydra-node-10,83.0,58.3,209.2,2025-10-31T22:35:00Z
hydra-node-10,58.2,59.6,150.7,2025-10-31T22:40:00Z
hydra-node-10,52.6,52.4,149.0,2025-10-31T22:45:00Z
hydra-node-10,58.7,43.5,158.5,2025-10-31T22:50:00Z
hydra-node-10,72.4,51.2,176.8,2025-10-31T22:55:00Z
hydra-node-10,65.9,44.3,175.1,2025-10-31T23:00:00Z
hydra-node-10,50.9,51.4,142.6,2025-10-31T23:05:00Z
hydra-node-10,74.8,48.3,193.2,2025-10-31T23:10:00Z
hydra-node-10,61.5,38.8,157.4,2025-10-31T23:15:00Z
hydra-node-10,72.2,50.8,187.1,2025-10-31T23:20:00Z
hydra-node-10,62.3,59.5,165.8,2025-10-31T23:25:00Z
hydra-node-10,76.7,48.0,202.9,2025-10-31T23:30:00Z
hydra-node-10,73.9,44.0,190.8,2025-10-31T23:35:00Z
hydra-node-10,54.9,52.2,155.5,2025-10-31T23:40:00Z
hydra-node-10,70.1,37.1,190.2,2025-10-31T23:45:00Z
hydra-node-10,74.7,59.9,189.9,2025-10-31T23:50:00Z
hydra-node-10,59.4,47.2,165.0,2025-10-31T23:55:00Z
hydra-node-11,69.6,47.3,176.6,2025-10-31T00:00:00Z
hydra-node-11,74.6,49.4,190.1,2025-10-31T00:05:00Z
hydra-node-11,46.3,62.6,134.9,2025-10-31T00:10:00Z
hydra-node-11,75.0,59.6,186.1,2025-10-31T00:15:00Z
hydra-node-11,43.0,39.5,128.2,2025-10-31T00:20:00Z
hydra-node-11,62.0,46.5,159.5,2025-10-31T00:25:00Z
hydra-node-11,64.3,40.6,176.1,2025-10-31T00:30:00Z
hydra-node-11,50.1,54.9,145.8,2025-10-31T00:35:00Z
hydra-node-11,53.9,62.4,147.9,2025-10-31T00:40:00Z
hydra-node-11,56.2,55.2,159.4,2025-10-31T00:45:00Z
hydra-node-11,55.7,56.5,146.3,2025-10-31T00:50:00Z
hydra-node-11,72.6,47.3,180.2,2025-10-31T00:55:00Z
hydra-node-11,68.5,61.4,173.2,2025-10-31T01:00:00Z
hydra-node-11,63.0,55.4,164.0,2025-10-31T01:05:00Z
hydra-node-11,70.7,50.1,188.6,2025-10-31T01:10:00Z
hydra-node-11,73.1,41.0,181.3,2025-10-31T01:15:00Z
hydra-node-11,51.0,57.6,142.8,2025-10-31T01:20:00Z
hydra-node-11,75.1,36.9,192.8,2025-10-31T01:25:00Z
hydra-node-11,65.4,44.3,162.5,2025-10-31T01:30:00Z
hydra-node-11,43.2,35.6,118.9,2025-10-31T01:35:00Z
hydra-node-11,58.8,39.9,153.4,2025-10-31T01:40:00Z
hydra-node-11,68.9,36.5,167.9,2025-10-31T01:45:00Z
hydra-node-11,48.6,51.4,143.0,2025-10-31T01:50:00Z
hydra-node-11,63.3,51.1,166.8,2025-10-31T01:55:00Z
hydra-node-11,57.7,64.4,162.0,2025-10-31T02:00:00Z
hydra-node-11,62.8,62.1,159.7,2025-10-31T02:05:00Z
hydra-node-11,52.6,63.1,146.7,2025-10-31T02:10:00Z
hydra-node-11,64.4,38.9,171.6,2025-10-31T02:15:00Z
hydra-node-11,75.9,57.8,200.5,2025-10-31T02:20:00Z
hydra-node-11,54.4,51.1,145.1,2025-10-31T02:25:00Z
hydra-node-11,70.3,47.0,180.8,2025-10-31T02:30:00Z
hydra-node-11,61.0,60.9,171.1,2025-10-31T02:35:00Z
hydra-node-11,65.2,49.5,166.8,2025-10-31T02:40:00Z
hydra-node-11,42.7,41.2,116.3,2025-10-31T02:45:00Z
hydra-node-11,45.8,51.4,140.2,2025-10-31T02:50:00Z
hydra-node-11,65.8,52.7,164.3,2025-10-31T02:55:00Z
hydra-node-11,70.0,55.4,178.4,2025-10-31T03:00:00Z
hydra-node-11,49.9,39.3,136.0,2025-10-31T03:05:00Z
hydra-node-11,64.0,38.7,161.3,2025-10-31T03:10:00Z
hydra-node-11,60.4,63.7,152.0,2025-10-31T03:15:00Z
hydra-node-11,74.2,42.2,195.3,2025-10-31T03:20:00Z
hydra-node-11,51.5,35.2,140.1,2025-10-31T03:25:00Z
hydra-node-11,53.1,58.5,139.4,2025-10-31T03:30:00Z
hydra-node-11,73.3,45.4,191.6,2025-10-31T03:35:00Z
hydra-node-11,68.4,47.6,168.6,2025-10-31T03:40:00Z
hydra-node-11,58.9,42.8,151.9,2025-10-31T03:45:00Z
hydra-node-11,43.3,52.0,117.6,2025-10-31T03:50:00Z
hydra-node-11,65.8,61.5,162.8,2025-10-31T03:55:00Z
hydra-node-11,53.6,46.7,147.3,2025-10-31T04:00:00Z
hydra-node-11,74.1,44.5,182.6,2025-10-31T04:05:00Z
hydra-node-11,60.0,38.8,154.4,2025-10-31T04:10:00Z
hydra-node-11,56.8,38.1,160.5,2025-10-31T04:15:00Z
hydra-node-11,64.3,59.8,161.6,2025-10-31T04:20:00Z
hydra-node-11,53.3,45.0,148.7,2025-10-31T04:25:00Z
hydra-node-11,58.6,54.1,156.4,2025-10-31T04:30:00Z
hydra-node-11,75.8,36.5,182.7,2025-10-31T04:35:00Z
hydra-node-11,71.4,46.1,191.6,2025-10-31T04:40:00Z
hydra-node-11,69.2,47.1,171.6,2025-10-31T04:45:00Z
hydra-node-11,68.0,42.5,179.6,2025-10-31T04:50:00Z
hydra-node-11,72.9,48.9,187.2,2025-10-31T04:55:00Z
hydra-node-11,43.0,59.4,124.6,2025-10-31T05:00:00Z
hydra-node-11,54.5,60.2,140.5,2025-10-31T05:05:00Z
hydra-node-11,72.2,52.9,194.1,2025-10-31T05:10:00Z
hydra-node-11,60.1,50.4,150.7,2025-10-31T05:15:00Z
hydra-node-11,70.2,36.5,174.9,2025-10-31T05:20:00Z
hydra-node-11,74.3,48.6,191.9,2025-10-31T05:25:00Z
hydra-node-11,55.7,61.2,146.9,2025-10-31T05:30:00Z
hydra-node-11,71.2,43.4,184.5,2025-10-31T05:35:00Z
hydra-node-11,55.1,37.6,146.5,2025-10-31T05:40:00Z
hydra-node-11,50.4,59.1,150.1,2025-10-31T05:45:00Z
hydra-node-11,54.7,60.0,146.5,2025-10-31T05:50:00Z
hydra-node-11,62.2,58.5,167.7,2025-10-31T05:55:00Z
hydra-node-11,68.3,44.3,178.7,2025-10-31T06:00:00Z
hydra-node-11,72.9,63.4,195.0,2025-10-31T06:05:00Z
hydra-node-11,66.4,64.3,178.9,2025-10-31T06:10:00Z
hydra-node-11,63.3,57.4,160.2,2025-10-31T06:15:00Z
hydra-node-11,52.6,46.6,151.5,2025-10-31T06:20:00Z
hydra-node-11,80.8,59.5,195.5,2025-10-31T06:25:00Z
hydra-node-11,49.3,41.9,140.7,2025-10-31T06:30:00Z
hydra-node-11,55.9,40.5,149.0,2025-10-31T06:35:00Z
hydra-node-11,62.8,38.3,173.6,2025-10-31T06:40:00Z
hydra-node-11,50.7,58.8,134.4,2025-10-31T06:45:00Z
hydra-node-11,60.8,55.5,160.2,2025-10-31T06:50:00Z
hydra-node-11,69.1,40.6,177.4,2025-10-31T06:55:00Z
hydra-node-11,77.6,41.2,190.7,2025-10-31T07:00:00Z
hydra-node-11,77.5,46.1,189.3,2025-10-31T07:05:00Z
hydra-node-11,55.7,49.3,148.5,2025-10-31T07:10:00Z
hydra-node-11,54.2,46.1,149.0,2025-10-31T07:15:00Z
hydra-node-11,68.2,54.0,186.4,2025-10-31T07:20:00Z
hydra-node-11,60.5,37.9,157.2,2025-10-31T07:25:00Z
hydra-node-11,70.8,46.9,177.0,2025-10-31T07:30:00Z
hydra-node-11,54.9,46.6,153.1,2025-10-31T07:35:00Z
hydra-node-11,70.7,59.2,182.7,2025-10-31T07:40:00Z
hydra-node-11,68.4,45.8,172.7,2025-10-31T07:45:00Z
hydra-node-11,63.0,64.9,161.0,2025-10-31T07:50:00Z
hydra-node-11,67.9,35.8,182.9,2025-10-31T07:55:00Z
hydra-node-11,71.7,60.9,173.7,2025-10-31T08:00:00Z
hydra-node-11,53.1,37.7,155.5,2025-10-31T08:05:00Z
hydra-node-11,69.1,54.7,171.7,2025-10-31T08:10:00Z
hydra-node-11,76.5,61.7,198.9,2025-10-31T08:15:00Z
hydra-node-11,66.6,57.3,171.1,2025-10-31T08:20:00Z
hydra-node-11,59.4,60.0,157.6,2025-10-31T08:25:00Z
hydra-node-11,62.2,53.4,161.2,2025-10-31T08:30:00Z
hydra-node-11,57.5,47.8,152.5,2025-10-31T08:35:00Z
hydra-node-11,69.0,44.5,180.2,2025-10-31T08:40:00Z
hydra-node-11,68.6,48.4,178.2,2025-10-31T08:45:00Z
hydra-node-11,69.7,45.4,183.8,2025-10-31T08:50:00Z
hydra-node-11,54.2,59.5,145.9,2025-10-31T08:55:00Z
hydra-node-11,50.8,50.3,147.0,2025-10-31T09:00:00Z
hydra-node-11,68.1,63.3,178.3,2025-10-31T09:05:00Z
hydra-node-11,61.6,45.9,163.1,2025-10-31T09:10:00Z
hydra-node-11,76.2,49.1,185.8,2025-10-31T09:15:00Z
hydra-node-11,57.8,56.2,164.7,2025-10-31T09:20:00Z
hydra-node-11,67.4,54.7,179.0,2025-10-31T09:25:00Z
hydra-node-11,70.7,48.7,175.7,2025-10-31T09:30:00Z
hydra-node-11,51.2,41.5,133.6,2025-10-31T09:35:00Z
hydra-node-11,68.5,40.1,181.9,2025-10-31T09:40:00Z
hydra-node-11,66.2,37.9,169.1,2025-10-31T09:45:00Z
hydra-node-11,70.4,41.1,178.7,2025-10-31T09:50:00Z
hydra-node-11,73.2,40.8,184.2,2025-10-31T09:55:00Z
hydra-node-11,63.6,43.0,171.2,2025-10-31T10:00:00Z
hydra-node-11,63.0,56.3,156.4,2025-10-31T10:05:00Z
hydra-node-11,55.8,51.8,144.4,2025-10-31T10:10:00Z
hydra-node-11,54.5,40.0,139.6,2025-10-31T10:15:00Z
hydra-node-11,60.2,64.3,168.3,2025-10-31T10:20:00Z
hydra-node-11,60.7,41.7,156.0,2025-10-31T10:25:00Z
hydra-node-11,60.8,47.3,170.2,2025-10-31T10:30:00Z
hydra-node-11,52.6,59.7,150.8,2025-10-31T10:35:00Z
hydra-node-11,75.9,56.4,183.0,2025-10-31T10:40:00Z
hydra-node-11,53.4,42.4,148.3,2025-10-31T10:45:00Z
hydra-node-11,53.4,44.1,155.3,2025-10-31T10:50:00Z
hydra-node-11,71.3,52.3,185.0,2025-10-31T10:55:00Z
hydra-node-11,64.9,47.9,168.6,2025-10-31T11:00:00Z
hydra-node-11,61.0,41.0,159.5,2025-10-31T11:05:00Z
hydra-node-11,65.4,37.0,167.0,2025-10-31T11:10:00Z
hydra-node-11,72.4,36.8,189.7,2025-10-31T11:15:00Z
hydra-node-11,48.7,40.0,142.5,2025-10-31T11:20:00Z
hydra-node-11,62.1,59.7,172.7,2025-10-31T11:25:00Z
hydra-node-11,63.6,54.3,160.8,2025-10-31T11:30:00Z
hydra-node-11,60.6,36.0,155.5,2025-10-31T11:35:00Z
hydra-node-11,55.2,44.2,144.8,2025-10-31T11:40:00Z
hydra-node-11,64.9,46.9,177.5,2025-10-31T11:45:00Z
hydra-node-11,49.3,37.2,131.0,2025-10-31T11:50:00Z
hydra-node-11,71.1,36.5,177.0,2025-10-31T11:55:00Z
hydra-node-11,67.3,42.0,179.4,2025-10-31T12:00:00Z
hydra-node-11,66.1,59.7,174.0,2025-10-31T12:05:00Z
hydra-node-11,66.6,56.3,174.7,2025-10-31T12:10:00Z
hydra-node-11,59.6,49.7,155.5,2025-10-31T12:15:00Z
hydra-node-11,54.8,36.8,143.1,2025-10-31T12:20:00Z
hydra-node-11,60.1,42.9,158.6,2025-10-31T12:25:00Z
hydra-node-11,43.0,61.4,123.9,2025-10-31T12:30:00Z
hydra-node-11,61.5,45.2,169.6,2025-10-31T12:35:00Z
hydra-node-11,53.4,57.2,145.3,2025-10-31T12:40:00Z
hydra-node-11,74.6,59.9,182.1,2025-10-31T12:45:00Z
hydra-node-11,76.0,56.0,190.5,2025-10-31T12:50:00Z
hydra-node-11,52.4,49.5,140.9,2025-10-31T12:55:00Z
hydra-node-11,49.8,62.4,138.8,2025-10-31T13:00:00Z
hydra-node-11,57.4,47.0,157.9,2025-10-31T13:05:00Z
hydra-node-11,73.0,48.3,180.5,2025-10-31T13:10:00Z
hydra-node-11,71.9,44.7,188.1,2025-10-31T13:15:00Z
hydra-node-11,61.6,37.4,161.5,2025-10-31T13:20:00Z
hydra-node-11,80.2,44.6,197.0,2025-10-31T13:25:00Z
hydra-node-11,72.1,39.8,188.8,2025-10-31T13:30:00Z
hydra-node-11,60.0,41.2,169.9,2025-10-31T13:35:00Z
hydra-node-11,58.0,48.6,150.5,2025-10-31T13:40:00Z
hydra-node-11,59.7,59.6,168.5,2025-10-31T13:45:00Z
hydra-node-11,51.8,45.4,136.0,2025-10-31T13:50:00Z
hydra-node-11,69.1,38.6,188.2,2025-10-31T13:55:00Z
hydra-node-11,58.6,35.6,163.1,2025-10-31T14:00:00Z
hydra-node-11,45.0,58.3,123.5,2025-10-31T14:05:00Z
hydra-node-11,71.5,64.8,182.6,2025-10-31T14:10:00Z
hydra-node-11,72.9,51.9,187.5,2025-10-31T14:15:00Z
hydra-node-11,73.2,43.9,190.7,2025-10-31T14:20:00Z
hydra-node-11,79.4,61.0,197.4,2025-10-31T14:25:00Z
hydra-node-11,51.8,62.4,152.1,2025-10-31T14:30:00Z
hydra-node-11,78.0,42.7,199.0,2025-10-31T14:35:00Z
hydra-node-11,70.2,59.0,175.0,2025-10-31T14:40:00Z
hydra-node-11,58.4,40.9,155.5,2025-10-31T14:45:00Z
hydra-node-11,52.4,54.9,148.7,2025-10-31T14:50:00Z
hydra-node-11,81.2,46.1,200.7,2025-10-31T14:55:00Z
hydra-node-11,54.7,42.1,159.0,2025-10-31T15:00:00Z
hydra-node-11,62.3,51.6,166.5,2025-10-31T15:05:00Z
hydra-node-11,72.1,46.2,191.9,2025-10-31T15:10:00Z
hydra-node-11,68.7,41.8,178.1,2025-10-31T15:15:00Z
